VC:2f90039 BD:Jan 16 2014 SN:LGR-14-0071
                     Time,      [CH4]_ppm,   [CH4]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,       Fit_Flag,      MIU_VALVE,       MIU_DESC
  03/11/2025 11:10:01.648,   2.025847e+00,   0.000000e+00,   1.122832e+04,   0.000000e+00,   6.075660e+02,   0.000000e+00,   2.048852e+00,   0.000000e+00,   6.144654e+02,   0.000000e+00,   1.410076e+02,   0.000000e+00,   1.793090e+01,   0.000000e+00,   2.045512e+01,   0.000000e+00,   1.029950e+01,   0.000000e+00,   1.128915e+01,   0.000000e+00,              3,              0,       1 meters
  03/11/2025 11:10:02.625,   2.026325e+00,   0.000000e+00,   1.116640e+04,   0.000000e+00,   6.075085e+02,   0.000000e+00,   2.049208e+00,   0.000000e+00,   6.143688e+02,   0.000000e+00,   1.407653e+02,   0.000000e+00,   1.792567e+01,   0.000000e+00,   2.045773e+01,   0.000000e+00,   1.030166e+01,   0.000000e+00,   1.129095e+01,   0.000000e+00,              3,              0,       1 meters
  03/11/2025 11:10:03.602,   2.022378e+00,   0.000000e+00,   1.125513e+04,   0.000000e+00,   6.080550e+02,   0.000000e+00,   2.045400e+00,   0.000000e+00,   6.149766e+02,   0.000000e+00,   1.407304e+02,   0.000000e+00,   1.792437e+01,   0.000000e+00,   2.046128e+01,   0.000000e+00,   1.031256e+01,   0.000000e+00,   1.128464e+01,   0.000000e+00,              3,              0,       1 meters
  03/11/2025 11:10:04.581,   2.022088e+00,   0.000000e+00,   1.116031e+04,   0.000000e+00,   6.069125e+02,   0.000000e+00,   2.044910e+00,   0.000000e+00,   6.137622e+02,   0.000000e+00,   1.407429e+02,   0.000000e+00,   1.792643e+01,   0.000000e+00,   2.046201e+01,   0.000000e+00,   1.030622e+01,   0.000000e+00,   1.128639e+01,   0.000000e+00,              3,              0,       1 meters
  03/11/2025 11:10:05.557,   2.028629e+00,   0.000000e+00,   1.130194e+04,   0.000000e+00,   6.079573e+02,   0.000000e+00,   2.051818e+00,   0.000000e+00,   6.149069e+02,   0.000000e+00,   1.407384e+02,   0.000000e+00,   1.792587e+01,   0.000000e+00,   2.045894e+01,   0.000000e+00,   1.030827e+01,   0.000000e+00,   1.128938e+01,   0.000000e+00,              3,              0,       1 meters
  03/11/2025 11:10:06.531,   2.025954e+00,   0.000000e+00,   1.129746e+04,   0.000000e+00,   6.081762e+02,   0.000000e+00,   2.049103e+00,   0.000000e+00,   6.151256e+02,   0.000000e+00,   1.408133e+02,   0.000000e+00,   1.792757e+01,   0.000000e+00,   2.045985e+01,   0.000000e+00,   1.030373e+01,   0.000000e+00,   1.128454e+01,   0.000000e+00,              3,              0,       1 meters
  03/11/2025 11:10:07.509,   2.025972e+00,   0.000000e+00,   1.120658e+04,   0.000000e+00,   6.072618e+02,   0.000000e+00,   2.048933e+00,   0.000000e+00,   6.141443e+02,   0.000000e+00,   1.408126e+02,   0.000000e+00,   1.792820e+01,   0.000000e+00,   2.045898e+01,   0.000000e+00,   1.030673e+01,   0.000000e+00,   1.129261e+01,   0.000000e+00,              3,              0,       1 meters
  03/11/2025 11:10:08.486,   2.022047e+00,   0.000000e+00,   1.111417e+04,   0.000000e+00,   6.060331e+02,   0.000000e+00,   2.044773e+00,   0.000000e+00,   6.128444e+02,   0.000000e+00,   1.408254e+02,   0.000000e+00,   1.792861e+01,   0.000000e+00,   2.046005e+01,   0.000000e+00,   1.030334e+01,   0.000000e+00,   1.129347e+01,   0.000000e+00,              3,              0,       1 meters
  03/11/2025 11:10:09.462,   2.025396e+00,   0.000000e+00,   1.125167e+04,   0.000000e+00,   6.067025e+02,   0.000000e+00,   2.048445e+00,   0.000000e+00,   6.136066e+02,   0.000000e+00,   1.407527e+02,   0.000000e+00,   1.792919e+01,   0.000000e+00,   2.046619e+01,   0.000000e+00,   1.030814e+01,   0.000000e+00,   1.128870e+01,   0.000000e+00,              3,              0,       1 meters
  03/11/2025 11:10:10.440,   2.021475e+00,   0.000000e+00,   1.116215e+04,   0.000000e+00,   6.067146e+02,   0.000000e+00,   2.044294e+00,   0.000000e+00,   6.135633e+02,   0.000000e+00,   1.407520e+02,   0.000000e+00,   1.793005e+01,   0.000000e+00,   2.046898e+01,   0.000000e+00,   1.031569e+01,   0.000000e+00,   1.128651e+01,   0.000000e+00,              3,              0,       1 meters
